file,age,gender,race,service_test,ita,tone_bin,skin_filter_ok
1577.jpg,20-29,Female,Latino_Hispanic,True,0.39,brown,1
1578.jpg,20-29,Male,White,True,-90.0,dark,0
1579.jpg,40-49,Male,Latino_Hispanic,False,8.53,brown,1
1580.jpg,20-29,Male,East Asian,False,8.25,brown,1
1581.jpg,30-39,Female,East Asian,True,-13.14,brown,1
1582.jpg,20-29,Male,East Asian,True,28.42,intermediate,1
1583.jpg,40-49,Male,Indian,False,-31.59,dark,1
1584.jpg,20-29,Female,East Asian,False,39.04,intermediate,1
1585.jpg,20-29,Female,Latino_Hispanic,False,5.6,brown,1
1586.jpg,40-49,Male,East Asian,True,26.11,tan,1
1587.jpg,10-19,Male,Black,True,-1.97,brown,1
1588.jpg,3-9,Male,Middle Eastern,False,-17.74,brown,1
1589.jpg,30-39,Male,White,False,-38.97,dark,1
1590.jpg,10-19,Female,Middle Eastern,True,-82.79,dark,1
1591.jpg,more than 70,Female,Indian,False,-90.0,dark,0
1592.jpg,20-29,Female,East Asian,False,43.84,light,1
1593.jpg,20-29,Male,Black,True,4.31,brown,1
1594.jpg,20-29,Female,Indian,True,0.62,brown,1
1595.jpg,20-29,Male,Southeast Asian,True,-12.51,brown,1
1596.jpg,30-39,Female,Southeast Asian,False,73.97,very_light,1
1597.jpg,10-19,Male,Latino_Hispanic,True,-5.02,brown,1
1598.jpg,20-29,Female,East Asian,True,20.01,tan,1
1599.jpg,10-19,Female,Latino_Hispanic,False,9.15,brown,1
1600.jpg,20-29,Female,East Asian,False,18.43,tan,1
1601.jpg,40-49,Male,Black,False,-20.32,brown,1
1602.jpg,60-69,Male,East Asian,True,-71.1,dark,1
1603.jpg,40-49,Male,East Asian,True,-36.93,dark,1
1604.jpg,20-29,Female,Black,True,90.0,very_light,0
1605.jpg,20-29,Female,Latino_Hispanic,True,-63.12,dark,1
1606.jpg,20-29,Male,Southeast Asian,False,-4.11,brown,1
1607.jpg,30-39,Male,White,False,-36.33,dark,1
1608.jpg,10-19,Male,Latino_Hispanic,True,-42.96,dark,1
1609.jpg,30-39,Female,Indian,False,-58.64,dark,1
1610.jpg,3-9,Female,Black,False,-83.81,dark,1
1611.jpg,20-29,Female,East Asian,True,-57.66,dark,1
1612.jpg,60-69,Female,Indian,True,-68.38,dark,1
1613.jpg,40-49,Male,Southeast Asian,False,-53.32,dark,1
1614.jpg,20-29,Female,East Asian,True,-24.84,brown,1
1615.jpg,20-29,Male,Southeast Asian,True,-15.6,brown,1
1616.jpg,30-39,Male,Indian,False,-50.33,dark,1
1617.jpg,30-39,Male,Middle Eastern,False,26.92,tan,1
1618.jpg,30-39,Male,Latino_Hispanic,False,-67.57,dark,1
1619.jpg,30-39,Female,White,False,3.88,brown,1
1620.jpg,40-49,Female,Latino_Hispanic,True,2.38,brown,1
1621.jpg,30-39,Male,White,False,49.82,light,1
1622.jpg,40-49,Male,Black,False,-12.03,brown,1
1623.jpg,10-19,Female,Indian,True,14.56,tan,1
1624.jpg,40-49,Male,Middle Eastern,False,-14.97,brown,1
1625.jpg,60-69,Male,White,False,-23.87,brown,1
1626.jpg,40-49,Male,White,False,-63.55,dark,1
1627.jpg,30-39,Male,Southeast Asian,True,6.13,brown,1
1628.jpg,40-49,Female,Black,True,-28.18,brown,1
1629.jpg,10-19,Male,Latino_Hispanic,True,6.29,brown,1
1630.jpg,40-49,Male,Latino_Hispanic,True,20.24,tan,1
1631.jpg,20-29,Female,Indian,True,-16.39,brown,1
1632.jpg,20-29,Male,Latino_Hispanic,False,27.79,tan,1
1633.jpg,30-39,Female,Indian,True,-21.08,brown,1
1634.jpg,3-9,Male,Black,False,-66.39,dark,1
1635.jpg,20-29,Female,Indian,True,90.0,very_light,0
1636.jpg,30-39,Male,Middle Eastern,False,-85.48,dark,0
1637.jpg,3-9,Male,Indian,False,1.02,brown,1
1638.jpg,30-39,Male,White,False,20.76,tan,1
1639.jpg,10-19,Male,White,False,-64.27,dark,1
1640.jpg,40-49,Female,Latino_Hispanic,True,-29.84,brown,1
1641.jpg,40-49,Male,Latino_Hispanic,True,-73.63,dark,1
1642.jpg,40-49,Male,Black,False,-56.65,dark,1
1643.jpg,20-29,Female,East Asian,False,-72.23,dark,1
1644.jpg,10-19,Female,East Asian,True,47.73,light,1
1645.jpg,3-9,Male,East Asian,False,-16.61,brown,1
1646.jpg,20-29,Female,Southeast Asian,False,11.65,tan,1
1647.jpg,60-69,Male,White,False,29.48,intermediate,1
1648.jpg,10-19,Male,Latino_Hispanic,False,1.81,brown,1
1649.jpg,10-19,Male,East Asian,False,12.34,tan,1
1650.jpg,3-9,Female,East Asian,False,-45.98,dark,1
1651.jpg,10-19,Female,Black,False,-46.1,dark,1
1652.jpg,50-59,Male,Southeast Asian,True,-62.81,dark,1
1653.jpg,30-39,Male,Latino_Hispanic,True,6.71,brown,1
1654.jpg,20-29,Female,East Asian,True,-9.95,brown,1
1655.jpg,30-39,Male,Southeast Asian,False,-47.27,dark,1
1656.jpg,20-29,Female,East Asian,True,12.69,tan,1
1657.jpg,20-29,Female,White,True,-8.99,brown,1
1658.jpg,50-59,Female,Southeast Asian,False,-14.97,brown,1
1659.jpg,40-49,Male,Latino_Hispanic,False,-37.74,dark,1
1660.jpg,30-39,Male,Middle Eastern,False,-16.91,brown,1
1661.jpg,10-19,Male,Latino_Hispanic,False,-33.27,dark,1
1662.jpg,20-29,Male,White,False,-50.79,dark,1
1663.jpg,20-29,Female,Latino_Hispanic,True,-73.3,dark,1
1664.jpg,30-39,Male,Indian,False,-30.47,dark,1
1665.jpg,20-29,Female,Latino_Hispanic,True,45.28,light,1
1666.jpg,40-49,Female,East Asian,True,-6.91,brown,1
1667.jpg,30-39,Female,White,True,-52.09,dark,1
1668.jpg,3-9,Male,White,True,90.0,very_light,0
1669.jpg,30-39,Male,Middle Eastern,False,53.92,light,1
1670.jpg,3-9,Male,Indian,False,-13.01,brown,1
1671.jpg,20-29,Male,East Asian,True,-147.63,dark,0
1672.jpg,30-39,Female,Indian,True,16.39,tan,1
1673.jpg,60-69,Male,Southeast Asian,False,-62.64,dark,1
1674.jpg,50-59,Male,White,False,-7.82,brown,1
1675.jpg,30-39,Female,Black,False,-41.73,dark,1
1676.jpg,10-19,Male,White,True,21.85,tan,1
1677.jpg,20-29,Female,Latino_Hispanic,False,27.01,tan,1
1678.jpg,10-19,Male,Indian,True,8.67,brown,1
1679.jpg,20-29,Male,Latino_Hispanic,False,27.01,tan,0
1680.jpg,10-19,Female,White,False,-39.99,dark,1
1681.jpg,20-29,Female,White,False,36.19,intermediate,1
1682.jpg,20-29,Female,Latino_Hispanic,True,-2.55,brown,1
1683.jpg,30-39,Female,Latino_Hispanic,False,-48.12,dark,1
1684.jpg,10-19,Male,East Asian,True,7.59,brown,1
1685.jpg,3-9,Male,Southeast Asian,False,-8.37,brown,1
1686.jpg,3-9,Male,Southeast Asian,False,28.95,intermediate,1
1687.jpg,0-2,Male,East Asian,False,54.84,light,1
1688.jpg,60-69,Male,White,False,21.88,tan,1
1689.jpg,30-39,Male,White,False,-62.78,dark,1
1690.jpg,10-19,Female,Latino_Hispanic,False,-11.09,brown,1
1691.jpg,50-59,Female,Middle Eastern,True,-44.79,dark,1
1692.jpg,10-19,Male,White,False,24.02,tan,1
1693.jpg,20-29,Male,White,True,-72.19,dark,1
1694.jpg,50-59,Male,Indian,False,-61.89,dark,1
1695.jpg,20-29,Male,Southeast Asian,True,-72.75,dark,1
1696.jpg,50-59,Male,Middle Eastern,False,9.11,brown,1
1697.jpg,20-29,Male,Southeast Asian,True,-14.15,brown,1
1698.jpg,20-29,Female,East Asian,True,0.43,brown,1
1699.jpg,40-49,Female,Latino_Hispanic,False,-28.4,brown,1
1700.jpg,30-39,Female,East Asian,True,-13.35,brown,1
1701.jpg,40-49,Male,Latino_Hispanic,False,19.36,tan,1
1702.jpg,30-39,Male,Indian,False,-58.28,dark,1
1703.jpg,10-19,Female,Southeast Asian,False,-2.08,brown,1
1704.jpg,3-9,Female,East Asian,False,8.15,brown,1
1705.jpg,30-39,Male,Indian,False,-27.08,brown,1
1706.jpg,3-9,Female,White,False,-4.8,brown,1
1707.jpg,20-29,Female,Middle Eastern,True,24.11,tan,1
1708.jpg,3-9,Female,Black,True,-38.39,dark,1
1709.jpg,20-29,Male,Indian,True,-22.49,brown,1
1710.jpg,20-29,Female,White,True,-65.9,dark,1
1711.jpg,20-29,Female,Black,False,-57.29,dark,1
1712.jpg,20-29,Female,Indian,False,-6.71,brown,1
1713.jpg,30-39,Female,Indian,True,-50.79,dark,1
1714.jpg,20-29,Female,East Asian,True,16.08,tan,1
1715.jpg,40-49,Male,White,True,-9.95,brown,1
1716.jpg,10-19,Female,Latino_Hispanic,False,-73.66,dark,1
1717.jpg,20-29,Female,East Asian,False,-13.35,brown,1
1718.jpg,20-29,Female,East Asian,False,38.57,intermediate,1
1719.jpg,20-29,Female,White,False,27.46,tan,1
1720.jpg,3-9,Female,Southeast Asian,False,-90.0,dark,0
1721.jpg,20-29,Female,Black,True,41.03,light,1
1722.jpg,20-29,Male,White,False,61.22,very_light,1
1723.jpg,30-39,Female,East Asian,True,19.94,tan,1
1724.jpg,40-49,Female,Latino_Hispanic,True,-8.8,brown,1
1725.jpg,30-39,Female,Black,True,-26.82,brown,1
1726.jpg,10-19,Female,White,False,12.44,tan,1
1727.jpg,20-29,Female,Black,True,-77.14,dark,1
1728.jpg,0-2,Male,Black,False,-32.79,dark,1
1729.jpg,10-19,Female,Latino_Hispanic,True,26.11,tan,1
1730.jpg,50-59,Female,Black,False,-72.95,dark,1
1731.jpg,60-69,Male,White,False,23.54,tan,1
1732.jpg,10-19,Male,Middle Eastern,True,-52.86,dark,1
1733.jpg,3-9,Female,East Asian,False,4.9,brown,1
1734.jpg,30-39,Female,Southeast Asian,True,46.68,light,1
1735.jpg,20-29,Female,Indian,False,28.24,intermediate,1
1736.jpg,10-19,Female,Latino_Hispanic,True,29.44,intermediate,1
1737.jpg,40-49,Male,Middle Eastern,False,-7.69,brown,1
1738.jpg,20-29,Female,Black,True,-37.8,dark,1
1739.jpg,50-59,Male,White,False,-75.76,dark,1
1740.jpg,20-29,Female,East Asian,False,75.77,very_light,1
1741.jpg,30-39,Male,White,False,-71.22,dark,1
1742.jpg,40-49,Female,White,True,-1.81,brown,1
1743.jpg,3-9,Male,Indian,False,70.93,very_light,1
1744.jpg,30-39,Male,White,False,-24.97,brown,1
1745.jpg,20-29,Female,Black,False,11.09,tan,1
1746.jpg,30-39,Male,Black,False,-78.39,dark,1
1747.jpg,40-49,Male,Latino_Hispanic,False,-75.6,dark,1
1748.jpg,40-49,Male,Middle Eastern,False,-61.77,dark,1
1749.jpg,40-49,Female,Middle Eastern,True,-3.74,brown,1
1750.jpg,more than 70,Male,East Asian,True,-50.22,dark,1
1751.jpg,20-29,Male,Indian,True,3.74,brown,1
1752.jpg,40-49,Male,Middle Eastern,False,15.49,tan,1
1753.jpg,3-9,Male,Southeast Asian,False,-37.23,dark,1
1754.jpg,30-39,Male,Middle Eastern,False,-90.0,dark,0
1755.jpg,20-29,Male,Black,True,-19.11,brown,1
1756.jpg,20-29,Female,East Asian,False,21.9,tan,1
1757.jpg,40-49,Female,Indian,True,8.67,brown,1
1758.jpg,30-39,Female,White,False,32.39,intermediate,1
1759.jpg,20-29,Male,Middle Eastern,True,2.67,brown,1
1760.jpg,10-19,Male,Southeast Asian,True,-56.29,dark,1
1761.jpg,3-9,Female,White,True,4.9,brown,1
1762.jpg,3-9,Male,Southeast Asian,False,-24.39,brown,1
1763.jpg,60-69,Female,Black,False,-73.64,dark,1
1764.jpg,20-29,Female,White,False,-33.41,dark,1
1765.jpg,30-39,Female,Black,False,-58.47,dark,1
1766.jpg,20-29,Male,East Asian,False,-51.23,dark,1
1767.jpg,3-9,Male,Black,False,-71.65,dark,1
1768.jpg,40-49,Male,Black,True,-31.6,dark,1
1769.jpg,10-19,Male,East Asian,True,-56.01,dark,1
1770.jpg,50-59,Male,White,False,-29.73,brown,1
1771.jpg,30-39,Female,East Asian,False,-47.79,dark,1
1772.jpg,40-49,Male,Latino_Hispanic,False,34.22,intermediate,1
1773.jpg,3-9,Female,Black,True,-33.03,dark,1
1774.jpg,3-9,Female,East Asian,True,71.97,very_light,0
1775.jpg,20-29,Male,Indian,True,-49.4,dark,1
1776.jpg,40-49,Male,Latino_Hispanic,False,13.44,tan,1
1777.jpg,30-39,Male,Southeast Asian,True,25.04,tan,1
1778.jpg,30-39,Female,Black,False,14.57,tan,1
1779.jpg,40-49,Female,Latino_Hispanic,False,-4.94,brown,1
1780.jpg,20-29,Female,East Asian,False,-62.86,dark,1
1781.jpg,20-29,Female,Southeast Asian,True,-45.37,dark,1
1782.jpg,3-9,Male,Indian,False,-65.29,dark,1
1783.jpg,30-39,Female,Indian,False,-48.21,dark,1
1784.jpg,20-29,Male,East Asian,False,55.25,very_light,1
1785.jpg,40-49,Female,Black,True,11.73,tan,1
1786.jpg,10-19,Male,Black,True,-63.73,dark,1
1787.jpg,20-29,Male,Latino_Hispanic,True,-26.93,brown,1
1788.jpg,30-39,Female,East Asian,False,-4.13,brown,1
1789.jpg,50-59,Female,Black,False,19.94,tan,1
1790.jpg,40-49,Male,Middle Eastern,True,74.85,very_light,0
1791.jpg,20-29,Male,Southeast Asian,False,-20.24,brown,1
1792.jpg,3-9,Male,Black,False,-64.86,dark,1
1793.jpg,10-19,Female,Latino_Hispanic,True,13.77,tan,1
1794.jpg,3-9,Female,Indian,False,37.74,intermediate,1
1795.jpg,20-29,Male,Black,False,-59.81,dark,1
1796.jpg,40-49,Male,White,False,15.23,tan,1
1797.jpg,10-19,Female,Southeast Asian,False,90.0,very_light,0
1798.jpg,3-9,Male,East Asian,False,-28.64,brown,1
1799.jpg,20-29,Male,Indian,False,-90.0,dark,0
1800.jpg,20-29,Male,White,True,23.22,tan,1
1801.jpg,30-39,Male,White,False,-45.63,dark,1
1802.jpg,20-29,Male,Indian,True,0.37,brown,1
1803.jpg,20-29,Male,Middle Eastern,True,-2.81,brown,1
1804.jpg,20-29,Female,Indian,True,47.07,light,1
1805.jpg,20-29,Female,Latino_Hispanic,True,71.1,very_light,1
1806.jpg,10-19,Female,Southeast Asian,True,-51.77,dark,1
1807.jpg,30-39,Male,Southeast Asian,False,-22.73,brown,1
1808.jpg,40-49,Female,Latino_Hispanic,False,9.28,brown,1
1809.jpg,10-19,Male,White,True,24.89,tan,1
1810.jpg,20-29,Female,Latino_Hispanic,False,-24.02,brown,1
1811.jpg,20-29,Male,Southeast Asian,True,-16.56,brown,1
1812.jpg,20-29,Female,East Asian,False,-12.69,brown,1
1813.jpg,20-29,Female,Black,True,-84.26,dark,1
1814.jpg,30-39,Male,East Asian,False,-6.53,brown,1
1815.jpg,20-29,Female,Black,False,-69.84,dark,1
1816.jpg,3-9,Male,East Asian,False,45.61,light,1
1817.jpg,40-49,Female,Latino_Hispanic,False,-2.08,brown,1
1818.jpg,40-49,Male,White,False,-71.22,dark,1
1819.jpg,10-19,Female,Black,False,0.39,brown,1
1820.jpg,20-29,Female,East Asian,True,-36.93,dark,1
1821.jpg,60-69,Female,White,False,-32.73,dark,1
1822.jpg,50-59,Male,White,False,-36.56,dark,1
1823.jpg,40-49,Female,Latino_Hispanic,False,18.1,tan,1
1824.jpg,30-39,Male,East Asian,True,-62.27,dark,1
1825.jpg,30-39,Male,Southeast Asian,False,-72.66,dark,1
1826.jpg,40-49,Male,White,False,37.74,intermediate,1
1827.jpg,3-9,Male,White,False,37.7,intermediate,1
1828.jpg,3-9,Male,White,False,-5.6,brown,1
1829.jpg,30-39,Female,Black,False,-39.68,dark,1
1830.jpg,30-39,Female,Latino_Hispanic,True,3.42,brown,1
1831.jpg,10-19,Female,Black,False,15.73,tan,1
1832.jpg,30-39,Male,Black,False,-80.19,dark,1
1833.jpg,10-19,Male,White,True,37.47,intermediate,1
1834.jpg,40-49,Female,East Asian,True,-37.23,dark,1
1835.jpg,3-9,Male,Black,False,-70.96,dark,1
1836.jpg,3-9,Female,Latino_Hispanic,False,71.08,very_light,1
1837.jpg,20-29,Female,Middle Eastern,True,-84.12,dark,0
1838.jpg,50-59,Female,Black,False,15.09,tan,1
1839.jpg,30-39,Female,Southeast Asian,True,33.04,intermediate,1
1840.jpg,60-69,Male,Latino_Hispanic,False,4.31,brown,1
1841.jpg,30-39,Male,Indian,True,-15.74,brown,1
1842.jpg,3-9,Male,Southeast Asian,True,-56.58,dark,1
1843.jpg,30-39,Female,Indian,False,-32.03,dark,1
1844.jpg,20-29,Male,Indian,True,-64.27,dark,1
1845.jpg,30-39,Male,East Asian,False,-37.1,dark,1
1846.jpg,3-9,Female,East Asian,True,-9.95,brown,1
1847.jpg,40-49,Female,East Asian,True,25.38,tan,1
1848.jpg,30-39,Female,Southeast Asian,True,33.07,intermediate,1
1849.jpg,3-9,Female,East Asian,True,-24.58,brown,1
1850.jpg,10-19,Female,East Asian,False,78.98,very_light,1
1851.jpg,20-29,Male,Indian,True,41.14,light,1
1852.jpg,20-29,Male,Southeast Asian,True,-19.44,brown,1
1853.jpg,20-29,Male,Southeast Asian,True,-53.92,dark,1
1854.jpg,60-69,Male,East Asian,False,62.51,very_light,1
1855.jpg,40-49,Male,Indian,False,-18.39,brown,1
1856.jpg,30-39,Female,White,True,36.23,intermediate,1
1857.jpg,10-19,Female,White,True,26.86,tan,1
1858.jpg,20-29,Male,White,True,-75.95,dark,1
1859.jpg,20-29,Female,East Asian,False,-1.2,brown,1
1860.jpg,30-39,Male,Middle Eastern,False,21.62,tan,1
1861.jpg,20-29,Male,Black,True,-90.0,dark,0
1862.jpg,20-29,Male,East Asian,True,20.8,tan,1
1863.jpg,20-29,Female,Indian,False,-70.79,dark,1
1864.jpg,50-59,Female,Southeast Asian,True,-47.16,dark,1
1865.jpg,10-19,Male,Black,True,90.0,very_light,0
1866.jpg,30-39,Female,Black,False,-55.1,dark,1
1867.jpg,more than 70,Male,White,False,41.42,light,1
1868.jpg,10-19,Male,East Asian,True,4.67,brown,1
1869.jpg,20-29,Male,Black,True,-20.99,brown,1
1870.jpg,20-29,Male,Indian,True,-54.88,dark,1
1871.jpg,0-2,Male,Southeast Asian,True,23.11,tan,1
1872.jpg,30-39,Male,White,True,37.83,intermediate,1
1873.jpg,20-29,Female,East Asian,True,-7.95,brown,1
1874.jpg,20-29,Male,Latino_Hispanic,True,33.69,intermediate,1
1875.jpg,10-19,Female,Latino_Hispanic,True,-48.43,dark,1
1876.jpg,20-29,Female,Middle Eastern,True,-39.25,dark,1
1877.jpg,10-19,Female,White,True,4.62,brown,1
1878.jpg,10-19,Female,Black,False,7.56,brown,1
1879.jpg,20-29,Male,East Asian,True,-26.93,brown,1
1880.jpg,60-69,Female,Black,False,-56.9,dark,1
1881.jpg,20-29,Male,East Asian,False,-51.88,dark,1
1882.jpg,10-19,Female,White,False,45.61,light,1
1883.jpg,20-29,Male,Middle Eastern,True,-62.61,dark,1
1884.jpg,20-29,Female,White,False,26.86,tan,1
1885.jpg,40-49,Female,Latino_Hispanic,False,-18.94,brown,1
1886.jpg,10-19,Female,Latino_Hispanic,False,40.08,intermediate,1
1887.jpg,3-9,Male,Black,False,10.06,tan,1
1888.jpg,20-29,Male,Indian,False,-65.83,dark,1
1889.jpg,20-29,Female,White,False,0.35,brown,1
1890.jpg,3-9,Female,Southeast Asian,True,-25.51,brown,1
1891.jpg,30-39,Female,East Asian,True,-41.42,dark,1
1892.jpg,30-39,Male,Middle Eastern,False,32.22,intermediate,1
1893.jpg,20-29,Male,Southeast Asian,False,-55.36,dark,1
1894.jpg,40-49,Male,Black,False,-56.65,dark,1
1895.jpg,30-39,Female,Indian,True,-6.22,brown,1
1896.jpg,3-9,Male,East Asian,True,-52.01,dark,1
1897.jpg,3-9,Female,White,False,-6.32,brown,1
1898.jpg,10-19,Female,Black,False,-51.69,dark,1
1899.jpg,30-39,Female,Black,True,-22.67,brown,1
1900.jpg,40-49,Female,Southeast Asian,True,-15.57,brown,1
1901.jpg,10-19,Female,Southeast Asian,False,33.3,intermediate,1
1902.jpg,3-9,Male,East Asian,True,11.77,tan,1
1903.jpg,more than 70,Male,White,False,47.89,light,1
1904.jpg,20-29,Female,Latino_Hispanic,True,22.93,tan,1
1905.jpg,30-39,Female,Latino_Hispanic,False,-30.0,brown,1
1906.jpg,60-69,Male,Middle Eastern,False,-29.34,brown,1
1907.jpg,3-9,Female,Latino_Hispanic,False,-9.95,brown,1
1908.jpg,20-29,Male,Southeast Asian,False,20.36,tan,1
1909.jpg,3-9,Female,Indian,False,31.75,intermediate,1
1910.jpg,10-19,Female,Southeast Asian,True,-59.66,dark,1
1911.jpg,30-39,Female,Indian,False,-44.43,dark,1
1912.jpg,20-29,Female,Black,True,35.83,intermediate,1
1913.jpg,10-19,Male,East Asian,True,-52.67,dark,1
1914.jpg,10-19,Male,White,False,-39.81,dark,1
1915.jpg,10-19,Female,Middle Eastern,True,51.21,light,1
1916.jpg,0-2,Male,Black,False,-75.98,dark,1
1917.jpg,30-39,Female,East Asian,False,-1.25,brown,1
1918.jpg,30-39,Male,East Asian,True,54.98,light,1
1919.jpg,10-19,Male,Latino_Hispanic,False,1.6,brown,1
1920.jpg,30-39,Male,East Asian,False,5.36,brown,1
1921.jpg,10-19,Male,Latino_Hispanic,True,30.47,intermediate,1
1922.jpg,20-29,Female,Black,True,-23.33,brown,1
1923.jpg,20-29,Female,White,False,33.85,intermediate,1
1924.jpg,30-39,Male,East Asian,False,-24.02,brown,1
1925.jpg,30-39,Female,Black,False,-49.95,dark,1
1926.jpg,3-9,Female,White,True,83.6,very_light,0
1927.jpg,20-29,Male,East Asian,False,-28.68,brown,1
1928.jpg,20-29,Male,White,False,-9.11,brown,1
1929.jpg,40-49,Female,Indian,True,-0.4,brown,1
1930.jpg,20-29,Female,East Asian,False,27.46,tan,1
1931.jpg,40-49,Male,Latino_Hispanic,True,-16.73,brown,1
1932.jpg,30-39,Male,Indian,False,-23.99,brown,1
1933.jpg,20-29,Male,White,False,9.92,brown,1
1934.jpg,20-29,Male,Middle Eastern,True,52.67,light,1
1935.jpg,20-29,Female,White,False,13.18,tan,1
1936.jpg,20-29,Male,Black,True,17.47,tan,1
1937.jpg,30-39,Female,White,False,-57.76,dark,1
1938.jpg,30-39,Male,White,False,3.02,brown,1
1939.jpg,40-49,Male,East Asian,False,-44.91,dark,1
1940.jpg,40-49,Female,East Asian,False,-25.7,brown,1
1941.jpg,20-29,Female,Black,True,-69.62,dark,1
1942.jpg,10-19,Female,White,False,55.11,very_light,1
1943.jpg,30-39,Female,White,True,39.7,intermediate,1
1944.jpg,50-59,Male,Southeast Asian,False,-57.21,dark,1
1945.jpg,30-39,Female,White,False,-71.55,dark,1
1946.jpg,3-9,Female,Southeast Asian,False,-4.31,brown,1
1947.jpg,20-29,Male,Black,True,38.87,intermediate,1
1948.jpg,20-29,Male,East Asian,False,-40.73,dark,1
1949.jpg,20-29,Female,Southeast Asian,False,-3.51,brown,1
1950.jpg,60-69,Male,White,False,53.43,light,1
1951.jpg,20-29,Female,Black,True,-57.64,dark,1
1952.jpg,3-9,Male,Southeast Asian,False,8.53,brown,1
1953.jpg,40-49,Male,Middle Eastern,False,-45.68,dark,1
1954.jpg,20-29,Female,Southeast Asian,True,37.41,intermediate,1
1955.jpg,20-29,Male,Latino_Hispanic,True,16.91,tan,1
1956.jpg,40-49,Female,Black,True,-62.13,dark,1
1957.jpg,20-29,Female,Latino_Hispanic,True,52.99,light,1
1958.jpg,30-39,Male,East Asian,False,-6.61,brown,1
1959.jpg,30-39,Male,Indian,True,-6.85,brown,1
1960.jpg,30-39,Female,East Asian,False,-37.72,dark,1
1961.jpg,10-19,Female,East Asian,True,51.06,light,1
1962.jpg,3-9,Male,Black,False,-56.04,dark,1
1963.jpg,10-19,Male,Southeast Asian,False,-50.19,dark,1
1964.jpg,40-49,Female,Indian,False,-21.02,brown,1
1965.jpg,50-59,Female,White,True,-37.79,dark,1
1966.jpg,40-49,Female,Indian,True,-68.3,dark,1
1967.jpg,40-49,Female,White,True,-33.69,dark,1
1968.jpg,50-59,Male,East Asian,True,-51.06,dark,1
1969.jpg,40-49,Female,White,True,-84.36,dark,1
1970.jpg,3-9,Female,White,False,85.37,very_light,0
1971.jpg,20-29,Male,Indian,False,17.97,tan,1
1972.jpg,3-9,Female,Latino_Hispanic,False,5.31,brown,1
1973.jpg,20-29,Male,Middle Eastern,True,0.47,brown,1
1974.jpg,30-39,Female,Black,True,-57.73,dark,1
1975.jpg,30-39,Male,Latino_Hispanic,False,-25.92,brown,1
1976.jpg,50-59,Male,Southeast Asian,False,-43.88,dark,1
1977.jpg,20-29,Male,Southeast Asian,True,-42.53,dark,1
1978.jpg,40-49,Male,East Asian,False,0.4,brown,1
1979.jpg,20-29,Female,Black,True,37.49,intermediate,1
1980.jpg,10-19,Male,Southeast Asian,False,-34.46,dark,1
1981.jpg,3-9,Female,White,True,33.5,intermediate,1
1982.jpg,20-29,Female,Indian,True,-14.8,brown,1
1983.jpg,50-59,Male,Latino_Hispanic,False,-62.39,dark,1
1984.jpg,60-69,Male,Middle Eastern,False,-66.21,dark,1
1985.jpg,40-49,Male,Middle Eastern,False,40.81,intermediate,1
1986.jpg,0-2,Female,White,False,48.18,light,1
1987.jpg,30-39,Male,East Asian,False,-12.48,brown,1
1988.jpg,30-39,Female,White,False,-32.19,dark,1
1989.jpg,more than 70,Female,Black,False,-54.88,dark,1
1990.jpg,30-39,Male,Southeast Asian,False,-24.27,brown,1
1991.jpg,10-19,Female,Black,True,-90.0,dark,0
1992.jpg,60-69,Female,Indian,False,-18.94,brown,1
1993.jpg,3-9,Male,Middle Eastern,True,96.56,very_light,0
1994.jpg,20-29,Male,Latino_Hispanic,False,-78.41,dark,1
1995.jpg,50-59,Male,Middle Eastern,False,-78.16,dark,1
1996.jpg,20-29,Male,East Asian,False,-8.15,brown,1
1997.jpg,30-39,Female,Southeast Asian,True,-39.74,dark,1
1998.jpg,20-29,Male,Middle Eastern,False,15.95,tan,1
1999.jpg,60-69,Male,Middle Eastern,True,-20.01,brown,1
2000.jpg,20-29,Male,Middle Eastern,False,24.58,tan,1
2001.jpg,10-19,Male,Indian,True,12.75,tan,1
2002.jpg,more than 70,Male,Middle Eastern,True,62.18,very_light,0
2003.jpg,10-19,Male,White,True,-44.02,dark,1
2004.jpg,40-49,Female,Southeast Asian,True,-45.98,dark,1
2005.jpg,20-29,Male,Southeast Asian,True,-47.56,dark,1
2006.jpg,30-39,Male,East Asian,False,-51.45,dark,1
2007.jpg,20-29,Female,Southeast Asian,True,-11.69,brown,1
2008.jpg,20-29,Female,Indian,True,-63.91,dark,1
2009.jpg,20-29,Female,Middle Eastern,True,-47.71,dark,1
2010.jpg,50-59,Male,Southeast Asian,False,-55.03,dark,1
2011.jpg,3-9,Female,Indian,True,-14.79,brown,1
2012.jpg,30-39,Female,Southeast Asian,True,14.86,tan,1
2013.jpg,20-29,Male,East Asian,False,-14.86,brown,1
2014.jpg,10-19,Female,Middle Eastern,True,34.2,intermediate,1
2015.jpg,3-9,Male,Latino_Hispanic,True,5.23,brown,1
2016.jpg,20-29,Female,White,True,5.6,brown,1
2017.jpg,40-49,Male,Latino_Hispanic,False,-65.0,dark,1
2018.jpg,30-39,Male,Black,True,-75.62,dark,1
2019.jpg,20-29,Female,Southeast Asian,False,-9.92,brown,1
2020.jpg,40-49,Male,Middle Eastern,True,-34.46,dark,1
2021.jpg,20-29,Male,Latino_Hispanic,True,-45.41,dark,1
2022.jpg,20-29,Female,East Asian,False,12.44,tan,1
2023.jpg,0-2,Female,Middle Eastern,True,15.04,tan,1
