pair_idx,fold,verifier,exposure,genuine,ita_pair,detect_enroll,detect_probe,similarity
1870,3,facenet,0.25,1,27.28,1,1,0.72529
1871,3,facenet,0.25,1,33.08,1,1,0.58247
1872,3,facenet,0.25,1,10.98,1,1,0.64749
1873,3,facenet,0.25,1,37.16,1,1,0.55144
1874,3,facenet,0.25,1,42.96,1,1,0.25935
1875,3,facenet,0.25,1,8.81,1,1,0.25118
1876,3,facenet,0.25,1,51.94,1,1,-0.22191
1877,3,facenet,0.25,1,-46.61,1,1,0.62201
1878,3,facenet,0.25,1,8.41,1,1,0.45519
1879,3,facenet,0.25,1,63.63,1,1,0.54308
1880,3,facenet,0.25,1,24.53,1,1,0.72972
1881,3,facenet,0.25,1,-5.82,1,1,0.10811
1882,3,facenet,0.25,1,8.77,1,1,0.53227
1883,3,facenet,0.25,1,10.18,1,1,0.80146
1884,3,facenet,0.25,1,-2.98,1,1,0.83758
1885,3,facenet,0.25,1,-14.12,1,1,0.82627
1886,3,facenet,0.25,1,37.72,1,1,-0.05538
1887,3,facenet,0.25,1,10.12,1,1,0.75103
1888,3,facenet,0.25,1,34.1,1,1,0.93609
1889,3,facenet,0.25,1,36.15,1,1,0.95323
1890,3,facenet,0.25,1,37.2,1,1,0.96132
1891,3,facenet,0.25,1,41.71,1,1,0.82843
1892,3,facenet,0.25,1,44.71,1,1,0.84023
1893,3,facenet,0.25,1,27.78,1,1,0.95947
1894,3,facenet,0.25,1,1.92,1,1,0.7363
1895,3,facenet,0.25,1,42.88,1,1,0.85825
1896,3,facenet,0.25,1,-24.46,1,1,0.87464
1897,3,facenet,0.25,1,29.64,1,1,0.71306
1898,3,facenet,0.25,1,17.72,1,1,0.76995
1899,3,facenet,0.25,1,38.45,1,1,0.65672
1900,3,facenet,0.25,1,32.51,1,1,0.7399
1901,3,facenet,0.25,1,11.33,1,1,0.92704
1902,3,facenet,0.25,1,16.76,1,1,0.8472
1903,3,facenet,0.25,1,5.36,1,1,0.6538
1904,3,facenet,0.25,1,21.29,1,1,0.92797
1905,3,facenet,0.25,1,58.88,1,1,0.83573
1906,3,facenet,0.25,1,-1.76,1,1,0.52396
1907,3,facenet,0.25,1,-1.8,1,1,0.6536
1908,3,facenet,0.25,1,5.14,1,1,0.86044
1909,3,facenet,0.25,1,17.78,1,1,0.61219
1910,3,facenet,0.25,1,25.56,1,1,0.70661
1911,3,facenet,0.25,1,29.82,1,1,0.80956
1912,3,facenet,0.25,1,34.3,1,1,0.68832
1913,3,facenet,0.25,1,33.95,1,1,0.7152
1914,3,facenet,0.25,1,38.43,1,1,0.77111
1915,3,facenet,0.25,1,36.28,1,1,0.78726
1916,3,facenet,0.25,1,22.28,1,1,0.90747
1917,3,facenet,0.25,1,11.44,1,1,0.56508
1918,3,facenet,0.25,1,10.69,1,1,0.48207
1919,3,facenet,0.25,1,1.92,1,1,0.49543
1920,3,facenet,0.25,1,22.95,1,1,0.85628
1921,3,facenet,0.25,1,35.84,1,1,0.89183
1922,3,facenet,0.25,1,16.56,1,1,0.52283
1923,3,facenet,0.25,1,17.7,1,1,0.79532
1924,3,facenet,0.25,1,17.15,1,1,0.83784
1925,3,facenet,0.25,1,-10.17,1,1,0.5776
1926,3,facenet,0.25,1,-8.82,1,1,0.7949
1927,3,facenet,0.25,1,25.28,1,1,0.71101
1928,3,facenet,0.25,1,-65.34,1,1,0.51734
1929,3,facenet,0.25,1,31.5,1,1,0.63314
1930,3,facenet,0.25,1,0.75,1,1,0.72547
1931,3,facenet,0.25,1,21.81,1,1,0.5102
1932,3,facenet,0.25,1,7.94,1,1,0.59251
1933,3,facenet,0.25,1,38.61,1,1,0.76259
1934,3,facenet,0.25,1,14.58,1,1,0.87129
1935,3,facenet,0.25,1,49.13,1,1,0.74603
1936,3,facenet,0.25,1,39.92,1,1,0.67828
1937,3,facenet,0.25,1,34.47,1,1,0.7632
1938,3,facenet,0.25,1,11.44,1,1,0.78658
1939,3,facenet,0.25,1,39.63,1,1,0.87754
1940,3,facenet,0.25,1,25.92,1,1,0.72769
1941,3,facenet,0.25,1,27.92,1,1,0.81983
1942,3,facenet,0.25,1,21.4,1,1,0.85321
1943,3,facenet,0.25,1,23.44,1,1,0.75654
1944,3,facenet,0.25,1,9.3,1,1,0.64831
1945,3,facenet,0.25,1,30.0,1,1,0.87587
1946,3,facenet,0.25,1,23.92,1,1,0.81417
1947,3,facenet,0.25,1,22.96,1,1,0.53441
1948,3,facenet,0.25,1,39.12,1,1,0.64787
1949,3,facenet,0.25,1,8.12,1,1,0.58552
1950,3,facenet,0.25,1,19.64,1,1,0.55583
1951,3,facenet,0.25,1,35.52,1,1,0.6244
1952,3,facenet,0.25,1,56.51,1,1,0.85427
1953,3,facenet,0.25,1,60.04,1,1,0.88984
1954,3,facenet,0.25,1,15.44,1,1,0.90555
1955,3,facenet,0.25,1,-3.83,1,1,0.86305
1956,3,facenet,0.25,1,36.13,1,1,0.77571
1957,3,facenet,0.25,1,-6.1,1,1,0.62873
1958,3,facenet,0.25,1,45.26,1,1,0.7197
1959,3,facenet,0.25,1,43.54,1,1,0.84946
1960,3,facenet,0.25,1,26.98,1,1,0.58461
1961,3,facenet,0.25,1,18.26,1,1,0.85553
1962,3,facenet,0.25,1,25.93,1,1,0.78496
1963,3,facenet,0.25,1,50.27,1,1,0.87832
1964,3,facenet,0.25,1,10.54,1,1,0.73692
1965,3,facenet,0.25,1,34.87,1,1,0.58555
1966,3,facenet,0.25,1,56.41,1,1,0.91382
1967,3,facenet,0.25,1,49.42,1,1,0.6285
1968,3,facenet,0.25,1,38.79,1,1,0.73439
1969,3,facenet,0.25,1,39.9,1,1,0.39873
1970,3,facenet,0.25,1,30.08,1,1,0.79573
1971,3,facenet,0.25,1,34.75,1,1,0.71573
1972,3,facenet,0.25,1,17.7,1,1,0.57666
1973,3,facenet,0.25,1,47.26,1,1,0.76014
1974,3,facenet,0.25,1,34.0,1,1,0.82837
1975,3,facenet,0.25,1,48.45,1,1,0.80134
1976,3,facenet,0.25,1,35.19,1,1,0.8585
1977,3,facenet,0.25,1,39.24,1,1,0.76802
1978,3,facenet,0.25,1,31.72,1,1,0.64387
1979,3,facenet,0.25,1,41.65,1,1,0.66333
1980,3,facenet,0.25,1,48.97,1,1,0.55792
1981,3,facenet,0.25,1,6.48,1,1,0.77203
1982,3,facenet,0.25,1,44.81,1,1,0.83462
1983,3,facenet,0.25,1,63.5,1,1,0.88858
1984,3,facenet,0.25,1,3.21,1,1,0.90245
1985,3,facenet,0.25,1,-14.4,1,1,0.82817
1986,3,facenet,0.25,1,17.54,1,1,0.73323
1987,3,facenet,0.25,1,12.52,1,1,0.73631
1988,3,facenet,0.25,1,36.28,1,1,0.61683
1989,3,facenet,0.25,1,-6.98,1,1,0.82952
1990,3,facenet,0.25,1,10.01,1,1,0.59953
1991,3,facenet,0.25,1,17.98,1,1,0.69779
1992,3,facenet,0.25,1,3.53,1,1,0.79278
1993,3,facenet,0.25,1,22.18,1,1,0.90579
1994,3,facenet,0.25,1,23.61,1,1,0.91221
1995,3,facenet,0.25,1,26.24,1,1,0.72747
1996,3,facenet,0.25,1,40.84,1,1,0.79084
1997,3,facenet,0.25,1,21.14,1,1,0.80335
1998,3,facenet,0.25,1,21.5,1,1,0.26125
1999,3,facenet,0.25,1,42.41,1,1,0.8112
2000,3,facenet,0.25,1,46.21,1,1,0.58403
2001,3,facenet,0.25,1,50.55,1,1,0.87767
2002,3,facenet,0.25,1,40.52,1,1,0.80476
2003,3,facenet,0.25,1,45.82,1,1,0.84997
2004,3,facenet,0.25,1,42.14,1,1,0.73092
2005,3,facenet,0.25,1,25.63,1,1,0.77499
2006,3,facenet,0.25,1,15.5,1,1,0.29942
2007,3,facenet,0.25,1,11.82,1,1,0.28891
2008,3,facenet,0.25,1,15.75,1,1,0.48741
2009,3,facenet,0.25,1,5.61,1,1,0.31973
2010,3,facenet,0.25,1,-7.6,1,1,0.96278
2011,3,facenet,0.25,1,30.11,1,1,0.69554
2012,3,facenet,0.25,1,42.02,1,1,0.7446
2013,3,facenet,0.25,1,30.48,1,1,0.854
2014,3,facenet,0.25,1,45.79,1,1,0.84748
2015,3,facenet,0.25,1,33.07,1,1,0.70419
2016,3,facenet,0.25,1,36.64,1,1,0.67371
2017,3,facenet,0.25,1,20.3,1,1,0.73241
2018,3,facenet,0.25,1,6.35,1,1,0.62402
2019,3,facenet,0.25,1,11.48,1,1,0.62381
2020,3,facenet,0.25,1,1.19,1,1,0.54309
2021,3,facenet,0.25,1,0.71,1,1,0.65645
2022,3,facenet,0.25,1,15.89,1,1,0.77025
2023,3,facenet,0.25,1,11.88,1,1,0.21391
2024,3,facenet,0.25,1,-8.99,1,1,0.72077
2025,3,facenet,0.25,1,-11.33,1,1,0.78045
2026,3,facenet,0.25,1,35.3,1,1,0.77102
2027,3,facenet,0.25,1,30.77,1,1,0.73081
2028,3,facenet,0.25,1,2.1,1,1,-0.12095
2029,3,facenet,0.25,1,11.73,1,1,0.79396
2030,3,facenet,0.25,1,14.08,1,1,0.70959
2031,3,facenet,0.25,1,2.82,1,1,0.75237
2032,3,facenet,0.25,1,20.31,1,1,0.95338
2033,3,facenet,0.25,1,22.83,1,1,0.84135
2034,3,facenet,0.25,1,-3.51,1,1,0.84038
2035,3,facenet,0.25,1,22.49,1,1,0.81953
2036,3,facenet,0.25,1,-14.6,1,1,0.69216
2037,3,facenet,0.25,1,30.68,1,1,0.6911
2038,3,facenet,0.25,1,-27.92,1,1,0.69851
2039,3,facenet,0.25,1,45.51,1,1,0.65966
2040,3,facenet,0.25,1,-6.58,1,1,0.45764
2041,3,facenet,0.25,1,-6.22,1,1,0.60885
2042,3,facenet,0.25,1,-13.88,1,1,0.51969
2043,3,facenet,0.25,1,15.53,1,1,0.57699
2044,3,facenet,0.25,1,12.98,1,1,0.61846
2045,3,facenet,0.25,1,39.71,1,1,0.80732
2046,3,facenet,0.25,1,37.33,1,1,0.61593
2047,3,facenet,0.25,1,43.67,1,1,0.79417
2048,3,facenet,0.25,1,66.35,1,1,0.72081
2049,3,facenet,0.25,1,-19.16,1,1,0.81118
2050,3,facenet,0.25,1,-17.3,1,1,0.85229
2051,3,facenet,0.25,1,19.0,1,1,0.64021
2052,3,facenet,0.25,1,24.77,1,1,0.71886
2053,3,facenet,0.25,1,-32.57,1,1,0.85508
2054,3,facenet,0.25,1,-26.93,1,1,0.62236
2055,3,facenet,0.25,1,40.82,1,1,0.56935
2056,3,facenet,0.25,1,65.84,1,1,0.51113
2057,3,facenet,0.25,1,35.92,1,1,0.63063
2058,3,facenet,0.25,1,29.16,1,1,0.83096
2059,3,facenet,0.25,1,22.2,1,1,0.7354
2060,3,facenet,0.25,1,27.01,1,1,0.74515
2061,3,facenet,0.25,1,-17.34,1,1,0.78158
2062,3,facenet,0.25,1,35.51,1,1,0.9258
2063,3,facenet,0.25,1,-41.54,1,1,0.66023
2064,3,facenet,0.25,1,-13.47,1,1,0.69809
2065,3,facenet,0.25,1,-4.7,1,1,0.62144
2066,3,facenet,0.25,1,32.31,1,1,0.90353
2067,3,facenet,0.25,1,32.87,1,1,0.70446
2068,3,facenet,0.25,1,19.18,1,1,0.06108
2069,3,facenet,0.25,1,22.46,1,1,0.60745
2070,3,facenet,0.25,1,-45.28,1,1,0.69237
2071,3,facenet,0.25,1,-13.01,1,1,0.68125
2072,3,facenet,0.25,1,-15.9,1,1,0.503
2073,3,facenet,0.25,1,-17.87,1,1,0.72967
2074,3,facenet,0.25,1,-41.48,1,1,0.65321
2075,3,facenet,0.25,1,62.41,1,1,0.66865
2076,3,facenet,0.25,1,44.34,1,1,0.67456
2077,3,facenet,0.25,1,60.4,1,1,0.83113
2078,3,facenet,0.25,1,49.05,1,1,0.9006
2079,3,facenet,0.25,1,-8.83,1,1,0.78878
2080,3,facenet,0.25,1,19.16,1,1,0.64142
2081,3,facenet,0.25,1,42.13,1,1,0.61411
2082,3,facenet,0.25,1,34.83,1,1,0.61811
2083,3,facenet,0.25,1,13.02,1,1,0.82174
2084,3,facenet,0.25,1,11.41,1,1,0.79968
2085,3,facenet,0.25,1,22.18,1,1,0.88298
2086,3,facenet,0.25,1,21.05,1,1,0.71283
2087,3,facenet,0.25,1,7.35,1,1,0.77799
2088,3,facenet,0.25,1,17.6,1,1,0.63828
2089,3,facenet,0.25,1,30.39,1,1,0.81635
2090,3,facenet,0.25,1,32.1,1,1,0.90736
2091,3,facenet,0.25,1,-5.76,1,1,0.9242
2092,3,facenet,0.25,1,2.42,1,1,0.85463
2093,3,facenet,0.25,1,3.31,1,1,0.81447
2094,3,facenet,0.25,1,0.23,1,1,0.90834
2095,3,facenet,0.25,1,11.49,1,1,0.78853
2096,3,facenet,0.25,1,8.41,1,1,0.75392
2097,3,facenet,0.25,1,11.93,1,1,0.82301
2098,3,facenet,0.25,1,21.86,1,1,0.82702
2099,3,facenet,0.25,1,23.01,1,1,0.82384
2100,3,facenet,0.25,0,39.45,1,1,0.06721
2101,3,facenet,0.25,0,-6.15,1,1,-0.06959
2102,3,facenet,0.25,0,-24.06,1,1,0.17509
2103,3,facenet,0.25,0,1.28,1,1,0.04626
2104,3,facenet,0.25,0,13.85,1,1,0.27728
2105,3,facenet,0.25,0,26.92,1,1,-0.08699
2106,3,facenet,0.25,0,26.81,1,1,-0.13378
2107,3,facenet,0.25,0,35.56,1,1,0.07163
2108,3,facenet,0.25,0,29.37,1,1,-0.17578
2109,3,facenet,0.25,0,35.56,1,1,-0.08144
2110,3,facenet,0.25,0,26.79,1,1,0.04999
2111,3,facenet,0.25,0,-18.61,1,1,0.00217
2112,3,facenet,0.25,0,7.84,1,1,0.00633
2113,3,facenet,0.25,0,-11.17,1,1,0.13349
2114,3,facenet,0.25,0,14.23,1,1,0.05705
2115,3,facenet,0.25,0,42.32,1,1,-0.2633
2116,3,facenet,0.25,0,0.53,1,1,0.03038
2117,3,facenet,0.25,0,3.38,1,1,-0.13841
2118,3,facenet,0.25,0,6.05,1,1,0.1237
2119,3,facenet,0.25,0,4.29,1,1,0.09608
2120,3,facenet,0.25,0,24.21,1,1,-0.15571
2121,3,facenet,0.25,0,1.65,1,1,-0.16003
2122,3,facenet,0.25,0,15.66,1,1,0.16651
2123,3,facenet,0.25,0,56.0,1,1,0.04542
2124,3,facenet,0.25,0,31.57,1,1,-0.05245
2125,3,facenet,0.25,0,43.93,1,1,0.10286
2126,3,facenet,0.25,0,-3.94,1,1,-0.07562
2127,3,facenet,0.25,0,-4.9,1,1,-0.23948
2128,3,facenet,0.25,0,-1.05,1,1,0.08996
2129,3,facenet,0.25,0,39.15,1,1,0.09595
2130,3,facenet,0.25,0,15.05,1,1,0.06929
2131,3,facenet,0.25,0,20.05,1,1,0.23158
2132,3,facenet,0.25,0,44.39,1,1,0.05567
2133,3,facenet,0.25,0,39.44,1,1,0.01918
2134,3,facenet,0.25,0,38.66,1,1,0.26823
2135,3,facenet,0.25,0,47.94,1,1,0.07184
2136,3,facenet,0.25,0,49.3,1,1,0.07897
2137,3,facenet,0.25,0,20.36,1,1,-0.00354
2138,3,facenet,0.25,0,37.79,1,1,-0.10406
2139,3,facenet,0.25,0,45.09,1,1,0.22125
2140,3,facenet,0.25,0,34.9,1,1,-0.20065
2141,3,facenet,0.25,0,47.22,1,1,-0.14649
2142,3,facenet,0.25,0,0.48,1,1,0.11714
2143,3,facenet,0.25,0,-32.95,1,1,0.01345
2144,3,facenet,0.25,0,25.68,1,1,0.10763
2145,3,facenet,0.25,0,18.37,1,1,0.00996
2146,3,facenet,0.25,0,11.43,1,1,-0.35535
2147,3,facenet,0.25,0,37.0,1,1,-0.16712
2148,3,facenet,0.25,0,8.09,1,1,0.17031
2149,3,facenet,0.25,0,25.76,1,1,0.22415
2150,3,facenet,0.25,0,28.52,1,1,0.01743
2151,3,facenet,0.25,0,17.15,1,1,0.02003
2152,3,facenet,0.25,0,41.15,1,1,0.14844
2153,3,facenet,0.25,0,35.36,1,1,0.53969
2154,3,facenet,0.25,0,35.26,1,1,0.09747
2155,3,facenet,0.25,0,29.19,1,1,0.19784
2156,3,facenet,0.25,0,39.73,1,1,0.29379
2157,3,facenet,0.25,0,37.82,1,1,-0.0842
2158,3,facenet,0.25,0,43.94,1,1,0.19512
2159,3,facenet,0.25,0,46.11,1,1,0.00341
2160,3,facenet,0.25,0,6.42,1,1,0.00126
2161,3,facenet,0.25,0,18.22,1,1,0.06993
2162,3,facenet,0.25,0,21.57,1,1,-0.16556
2163,3,facenet,0.25,0,8.13,1,1,0.28644
2164,3,facenet,0.25,0,49.21,1,1,0.0379
2165,3,facenet,0.25,0,47.05,1,1,-0.00522
2166,3,facenet,0.25,0,26.34,1,1,-0.21314
2167,3,facenet,0.25,0,46.92,1,1,-0.04812
2168,3,facenet,0.25,0,27.37,1,1,0.02104
2169,3,facenet,0.25,0,27.3,1,1,0.01805
2170,3,facenet,0.25,0,0.64,1,1,0.02494
2171,3,facenet,0.25,0,24.75,1,1,0.14419
2172,3,facenet,0.25,0,39.85,1,1,-0.22064
2173,3,facenet,0.25,0,33.48,1,1,0.28159
2174,3,facenet,0.25,0,-22.34,1,1,-0.05231
2175,3,facenet,0.25,0,34.19,1,1,0.06636
2176,3,facenet,0.25,0,-29.27,1,1,-0.15053
2177,3,facenet,0.25,0,16.22,1,1,0.21696
2178,3,facenet,0.25,0,-2.12,1,1,0.01534
2179,3,facenet,0.25,0,53.33,1,1,0.00321
2180,3,facenet,0.25,0,22.72,1,1,-0.13809
2181,3,facenet,0.25,0,45.02,1,1,0.0594
2182,3,facenet,0.25,0,25.64,1,1,0.19217
2183,3,facenet,0.25,0,-3.68,1,1,0.07871
2184,3,facenet,0.25,0,40.91,1,1,-0.06727
2185,3,facenet,0.25,0,38.53,1,1,-0.11359
2186,3,facenet,0.25,0,40.66,1,1,-0.0013
2187,3,facenet,0.25,0,15.58,1,1,-0.00809
2188,3,facenet,0.25,0,1.9,1,1,0.12615
2189,3,facenet,0.25,0,13.42,1,1,-0.04491
2190,3,facenet,0.25,0,17.34,1,1,-0.27341
2191,3,facenet,0.25,0,5.44,1,1,0.0135
2192,3,facenet,0.25,0,29.07,1,1,-0.0906
2193,3,facenet,0.25,0,17.64,1,1,-0.07898
2194,3,facenet,0.25,0,23.94,1,1,-0.2111
2195,3,facenet,0.25,0,38.47,1,1,-0.14551
2196,3,facenet,0.25,0,3.37,1,1,0.2758
2197,3,facenet,0.25,0,22.41,1,1,0.01024
2198,3,facenet,0.25,0,43.92,1,1,0.01373
2199,3,facenet,0.25,0,45.54,1,1,-0.17076
2200,3,facenet,0.25,0,-6.14,1,1,0.03306
2201,3,facenet,0.25,0,38.27,1,1,-0.05851
2202,3,facenet,0.25,0,27.82,1,1,-0.01206
2203,3,facenet,0.25,0,41.47,1,1,0.18758
2204,3,facenet,0.25,0,10.74,1,1,0.21777
2205,3,facenet,0.25,0,18.98,1,1,0.17404
2206,3,facenet,0.25,0,28.68,1,1,-0.19546
2207,3,facenet,0.25,0,24.53,1,1,0.11032
2208,3,facenet,0.25,0,56.5,1,1,-0.08832
2209,3,facenet,0.25,0,35.41,1,1,0.30129
2210,3,facenet,0.25,0,28.01,1,1,0.05408
2211,3,facenet,0.25,0,35.04,1,1,0.16096
2212,3,facenet,0.25,0,-9.73,1,1,-0.2535
2213,3,facenet,0.25,0,14.78,1,1,-0.03902
2214,3,facenet,0.25,0,7.26,1,1,-0.09112
2215,3,facenet,0.25,0,46.68,1,1,-0.00303
2216,3,facenet,0.25,0,8.35,1,1,-0.06018
2217,3,facenet,0.25,0,30.59,1,1,0.11757
2218,3,facenet,0.25,0,32.89,1,1,0.05335
2219,3,facenet,0.25,0,13.4,1,1,0.06832
2220,3,facenet,0.25,0,22.9,1,1,-0.34051
2221,3,facenet,0.25,0,37.44,1,1,0.22134
2222,3,facenet,0.25,0,13.27,1,1,-0.3431
2223,3,facenet,0.25,0,34.78,1,1,-0.11829
2224,3,facenet,0.25,0,41.22,1,1,0.2001
2225,3,facenet,0.25,0,-3.94,1,1,-0.10971
2226,3,facenet,0.25,0,25.24,1,1,-0.18017
2227,3,facenet,0.25,0,3.5,1,1,-0.09274
2228,3,facenet,0.25,0,21.85,1,1,0.02699
2229,3,facenet,0.25,0,-0.12,1,1,0.17687
2230,3,facenet,0.25,0,-5.12,1,1,-0.22758
2231,3,facenet,0.25,0,14.39,1,1,0.00752
2232,3,facenet,0.25,0,18.37,1,1,-0.06927
2233,3,facenet,0.25,0,14.9,1,1,-0.04893
2234,3,facenet,0.25,0,34.3,1,1,0.05106
2235,3,facenet,0.25,0,14.12,1,1,-0.05002
2236,3,facenet,0.25,0,-13.0,1,1,-0.11726
2237,3,facenet,0.25,0,35.55,1,1,0.01358
2238,3,facenet,0.25,0,3.75,1,1,0.17136
2239,3,facenet,0.25,0,15.34,1,1,0.35676
2240,3,facenet,0.25,0,30.94,1,1,0.08906
2241,3,facenet,0.25,0,41.1,1,1,0.30247
2242,3,facenet,0.25,0,12.52,1,1,0.13402
2243,3,facenet,0.25,0,29.58,1,1,-0.08047
2244,3,facenet,0.25,0,51.06,1,1,-0.15874
2245,3,facenet,0.25,0,38.92,1,1,0.08216
2246,3,facenet,0.25,0,16.77,1,1,-0.11964
2247,3,facenet,0.25,0,15.68,1,1,-0.12587
2248,3,facenet,0.25,0,20.78,1,1,0.18468
2249,3,facenet,0.25,0,18.25,1,1,0.28475
2250,3,facenet,0.25,0,7.22,1,1,-0.0981
2251,3,facenet,0.25,0,-0.81,1,1,-0.09119
2252,3,facenet,0.25,0,21.87,1,1,0.05259
2253,3,facenet,0.25,0,56.17,1,1,-0.09037
2254,3,facenet,0.25,0,21.65,1,1,0.1499
2255,3,facenet,0.25,0,39.13,1,1,-0.01424
2256,3,facenet,0.25,0,32.94,1,1,-0.00564
2257,3,facenet,0.25,0,19.37,1,1,-0.03951
2258,3,facenet,0.25,0,20.42,1,1,0.19889
2259,3,facenet,0.25,0,13.61,1,1,-0.22116
2260,3,facenet,0.25,0,3.91,1,1,-0.17346
2261,3,facenet,0.25,0,35.31,1,1,0.07542
2262,3,facenet,0.25,0,1.67,1,1,0.0297
2263,3,facenet,0.25,0,-10.61,1,1,-0.02475
2264,3,facenet,0.25,0,27.38,1,1,0.12574
2265,3,facenet,0.25,0,15.98,1,1,-0.19349
2266,3,facenet,0.25,0,26.23,1,1,0.06575
2267,3,facenet,0.25,0,34.74,1,1,0.48111
2268,3,facenet,0.25,0,19.73,1,1,-0.09005
2269,3,facenet,0.25,0,61.5,1,1,-0.09866
2270,3,facenet,0.25,0,54.69,1,1,-0.07113
2271,3,facenet,0.25,0,9.94,1,1,0.15329
2272,3,facenet,0.25,0,17.69,1,1,0.09435
2273,3,facenet,0.25,0,20.4,1,1,0.10364
2274,3,facenet,0.25,0,57.82,1,1,-0.13155
2275,3,facenet,0.25,0,44.42,1,1,-0.13899
2276,3,facenet,0.25,0,2.22,1,1,0.02354
2277,3,facenet,0.25,0,-8.72,1,1,-0.14366
2278,3,facenet,0.25,0,-20.71,1,1,0.31176
2279,3,facenet,0.25,0,2.82,1,1,-0.07134
2280,3,facenet,0.25,0,24.96,1,1,-0.13924
2281,3,facenet,0.25,0,-1.02,1,1,-0.12049
2282,3,facenet,0.25,0,-2.0,1,1,0.13216
2283,3,facenet,0.25,0,13.02,1,1,0.07746
2284,3,facenet,0.25,0,-7.98,1,1,0.11144
2285,3,facenet,0.25,0,18.0,1,1,0.17972
2286,3,facenet,0.25,0,55.77,1,1,0.02571
2287,3,facenet,0.25,0,44.82,1,1,0.08472
2288,3,facenet,0.25,0,35.39,1,1,0.05502
2289,3,facenet,0.25,0,-0.36,1,1,-0.27833
2290,3,facenet,0.25,0,2.22,1,1,0.06586
2291,3,facenet,0.25,0,36.91,1,1,0.05585
2292,3,facenet,0.25,0,35.49,1,1,-0.01579
2293,3,facenet,0.25,0,30.38,1,1,0.05837
2294,3,facenet,0.25,0,57.4,1,1,-0.08728
2295,3,facenet,0.25,0,-8.67,1,1,-0.03087
2296,3,facenet,0.25,0,-14.29,1,1,0.16868
2297,3,facenet,0.25,0,27.05,1,1,0.10101
2298,3,facenet,0.25,0,28.82,1,1,0.24512
2299,3,facenet,0.25,0,8.16,1,1,-0.02279
2300,3,facenet,0.25,0,12.69,1,1,0.0911
2301,3,facenet,0.25,0,6.97,1,1,-0.04842
2302,3,facenet,0.25,0,21.11,1,1,-0.03505
2303,3,facenet,0.25,0,-21.06,1,1,0.02044
2304,3,facenet,0.25,0,4.65,1,1,-0.00544
2305,3,facenet,0.25,0,-9.98,1,1,0.19033
2306,3,facenet,0.25,0,33.3,1,1,-0.00916
2307,3,facenet,0.25,0,11.82,1,1,0.15955
2308,3,facenet,0.25,0,12.15,1,1,0.09886
2309,3,facenet,0.25,0,15.41,1,1,0.04059
2310,3,facenet,0.25,0,33.62,1,1,-0.33746
2311,3,facenet,0.25,0,33.55,1,1,-0.24431
2312,3,facenet,0.25,0,22.24,1,1,0.12067
2313,3,facenet,0.25,0,17.44,1,1,-0.00097
2314,3,facenet,0.25,0,25.63,1,1,-0.15882
2315,3,facenet,0.25,0,10.57,1,1,0.16696
2316,3,facenet,0.25,0,5.57,1,1,0.19871
2317,3,facenet,0.25,0,3.14,1,1,0.22571
2318,3,facenet,0.25,0,12.43,1,1,-0.2672
2319,3,facenet,0.25,0,28.44,1,1,-0.17661
2320,3,facenet,0.25,0,-22.68,1,1,0.07146
2321,3,facenet,0.25,0,14.7,1,1,-0.08635
2322,3,facenet,0.25,0,43.65,1,1,0.1043
2323,3,facenet,0.25,0,38.52,1,1,0.00863
2324,3,facenet,0.25,0,18.87,1,1,0.15175
2325,3,facenet,0.25,0,32.37,1,1,0.14261
2326,3,facenet,0.25,0,47.05,1,1,0.14317
2327,3,facenet,0.25,0,75.84,1,1,-0.13318
2328,3,facenet,0.25,0,33.87,1,1,-0.16022
2329,3,facenet,0.25,0,39.31,1,1,-0.00637
2330,3,facenet,0.25,0,35.68,1,1,-0.12258
2331,3,facenet,0.25,0,16.02,1,1,0.20596
2332,3,facenet,0.25,0,24.82,1,1,0.35846
2333,3,facenet,0.25,0,-8.29,1,1,-0.10492
2334,3,facenet,0.25,0,28.5,1,1,-0.06586
2335,3,facenet,0.25,0,30.93,1,1,0.27438
2336,3,facenet,0.25,0,34.7,1,1,-0.05261
2337,3,facenet,0.25,0,40.44,1,1,0.17283
2338,3,facenet,0.25,0,70.0,1,1,0.03999
2339,3,facenet,0.25,0,-6.71,1,1,-0.18435
2340,3,facenet,0.25,0,6.97,1,1,0.13176
2341,3,facenet,0.25,0,38.43,1,1,0.15453
2342,3,facenet,0.25,0,40.31,1,1,-0.02118
2343,3,facenet,0.25,0,43.82,1,1,-0.10186
2344,3,facenet,0.25,0,30.7,1,1,-0.03386
2345,3,facenet,0.25,0,-13.61,1,1,0.16293
2346,3,facenet,0.25,0,28.57,1,1,0.24575
2347,3,facenet,0.25,0,8.68,1,1,0.00183
2348,3,facenet,0.25,0,0.82,1,1,-0.10448
2349,3,facenet,0.25,0,21.78,1,1,-0.08646
2350,3,facenet,0.25,0,44.74,1,1,0.16068
2351,3,facenet,0.25,0,9.49,1,1,0.09758
2352,3,facenet,0.25,0,13.82,1,1,-0.20388
2353,3,facenet,0.25,0,5.29,1,1,0.08385
2354,3,facenet,0.25,0,32.83,1,1,-0.05652
2355,3,facenet,0.25,0,-4.2,1,1,0.31312
2356,3,facenet,0.25,0,7.82,1,1,0.03697
2357,3,facenet,0.25,0,29.86,1,1,0.0549
2358,3,facenet,0.25,0,47.72,1,1,-0.11509
2359,3,facenet,0.25,0,-2.69,1,1,0.24041
2360,3,facenet,0.25,0,-15.17,1,1,0.16417
